model,item_key,error_type,error_message,source_file,item_id,case_id
deepseek_r1_8b,global:1023,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01024,1024
deepseek_r1_8b,global:1024,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01025,1025
deepseek_r1_8b,global:1025,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01026,1026
deepseek_r1_8b,global:1026,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01027,1027
deepseek_r1_8b,global:1027,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01028,1028
deepseek_r1_8b,global:1028,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01029,1029
deepseek_r1_8b,global:1029,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01030,1030
deepseek_r1_8b,global:1030,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01031,1031
deepseek_r1_8b,global:1031,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01032,1032
deepseek_r1_8b,global:1032,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01033,1033
deepseek_r1_8b,global:1033,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01034,1034
deepseek_r1_8b,global:1034,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01035,1035
deepseek_r1_8b,global:1035,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01036,1036
deepseek_r1_8b,global:1036,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01037,1037
deepseek_r1_8b,global:1037,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01038,1038
deepseek_r1_8b,global:1038,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01039,1039
deepseek_r1_8b,global:1039,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01040,1040
deepseek_r1_8b,global:1040,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01041,1041
deepseek_r1_8b,global:1041,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01042,1042
deepseek_r1_8b,global:1042,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01043,1043
deepseek_r1_8b,global:1043,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01044,1044
deepseek_r1_8b,global:1044,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01045,1045
deepseek_r1_8b,global:1045,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01046,1046
deepseek_r1_8b,global:1046,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01047,1047
deepseek_r1_8b,global:1047,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01048,1048
deepseek_r1_8b,global:1048,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01049,1049
deepseek_r1_8b,global:1049,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01050,1050
deepseek_r1_8b,global:1050,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01051,1051
deepseek_r1_8b,global:1051,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01052,1052
deepseek_r1_8b,global:1052,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01053,1053
deepseek_r1_8b,global:1053,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01054,1054
deepseek_r1_8b,global:1054,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01055,1055
deepseek_r1_8b,global:1055,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01056,1056
deepseek_r1_8b,global:1056,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01057,1057
deepseek_r1_8b,global:1057,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01058,1058
deepseek_r1_8b,global:1058,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01059,1059
deepseek_r1_8b,global:1059,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01060,1060
deepseek_r1_8b,global:1060,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01061,1061
deepseek_r1_8b,global:1061,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01062,1062
deepseek_r1_8b,global:1062,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01063,1063
deepseek_r1_8b,global:1063,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01064,1064
deepseek_r1_8b,global:1064,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01065,1065
deepseek_r1_8b,global:1065,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01066,1066
deepseek_r1_8b,global:1066,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01067,1067
deepseek_r1_8b,global:1067,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01068,1068
deepseek_r1_8b,global:1068,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01069,1069
deepseek_r1_8b,global:1069,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01070,1070
deepseek_r1_8b,global:1070,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01071,1071
deepseek_r1_8b,global:1071,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01072,1072
deepseek_r1_8b,global:1072,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01073,1073
deepseek_r1_8b,global:1073,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01074,1074
deepseek_r1_8b,global:1074,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01075,1075
deepseek_r1_8b,global:1075,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01076,1076
deepseek_r1_8b,global:1076,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01077,1077
deepseek_r1_8b,global:1077,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01078,1078
deepseek_r1_8b,global:1078,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01079,1079
deepseek_r1_8b,global:1079,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01080,1080
deepseek_r1_8b,global:1080,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01081,1081
deepseek_r1_8b,global:1081,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01082,1082
deepseek_r1_8b,global:1082,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01083,1083
deepseek_r1_8b,global:1083,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01084,1084
deepseek_r1_8b,global:1084,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01085,1085
deepseek_r1_8b,global:1085,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01086,1086
deepseek_r1_8b,global:1086,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01087,1087
deepseek_r1_8b,global:1087,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01088,1088
deepseek_r1_8b,global:1088,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01089,1089
deepseek_r1_8b,global:1089,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01090,1090
deepseek_r1_8b,global:1090,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01091,1091
deepseek_r1_8b,global:1091,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01092,1092
deepseek_r1_8b,global:1092,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01093,1093
deepseek_r1_8b,global:1093,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01094,1094
deepseek_r1_8b,global:1094,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01095,1095
deepseek_r1_8b,global:1095,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01096,1096
deepseek_r1_8b,global:1096,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01097,1097
deepseek_r1_8b,global:1097,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01098,1098
deepseek_r1_8b,global:1098,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01099,1099
deepseek_r1_8b,global:1099,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01100,1100
deepseek_r1_8b,global:1100,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01101,1101
deepseek_r1_8b,global:1101,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01102,1102
deepseek_r1_8b,global:1102,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01103,1103
deepseek_r1_8b,global:1103,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01104,1104
deepseek_r1_8b,global:1104,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01105,1105
deepseek_r1_8b,global:1105,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01106,1106
deepseek_r1_8b,global:1106,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01107,1107
deepseek_r1_8b,global:1107,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01108,1108
deepseek_r1_8b,global:1108,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01109,1109
deepseek_r1_8b,global:1109,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01110,1110
deepseek_r1_8b,global:1110,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01111,1111
deepseek_r1_8b,global:1111,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01112,1112
deepseek_r1_8b,global:1112,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01113,1113
deepseek_r1_8b,global:1113,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01114,1114
deepseek_r1_8b,global:1114,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01115,1115
deepseek_r1_8b,global:1115,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01116,1116
deepseek_r1_8b,global:1116,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01117,1117
deepseek_r1_8b,global:1117,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01118,1118
deepseek_r1_8b,global:1118,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01119,1119
deepseek_r1_8b,global:1119,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01120,1120
deepseek_r1_8b,global:1120,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01121,1121
deepseek_r1_8b,global:1121,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01122,1122
deepseek_r1_8b,global:1122,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_1000_1999.json,case_01123,1123
